compound_a,compound_b,shared_core,fragment_a,fragment_b,assignees_a,assignees_b,pIC50_median_a,pIC50_median_b,activity_delta_b_minus_a
DPC0003,DPC0050,Brc1ccc([*:1])cc1,F[*:1],N[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.41,-0.3799999999999999
DPC0003,DPC0051,Brc1ccc([*:1])cc1,F[*:1],CN[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.55,-0.2400000000000002
DPC0003,DPC0052,Brc1ccc([*:1])cc1,F[*:1],CN(C)[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.74,-0.04999999999999982
DPC0003,DPC0053,Brc1ccc([*:1])cc1,F[*:1],N#C[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.91,0.1200000000000001
DPC0003,DPC0054,Brc1ccc([*:1])cc1,F[*:1],FC(F)(F)[*:1],Mosaic Medicines | Northstar Therapeutics,Northstar Therapeutics,5.79,5.87,0.08000000000000007
DPC0003,DPC0055,Brc1ccc([*:1])cc1,F[*:1],NC(=O)[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.925000000000001,0.13500000000000068
DPC0003,DPC0056,Brc1ccc([*:1])cc1,F[*:1],CNC(=O)[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.94,0.15000000000000036
DPC0003,DPC0057,Brc1ccc([*:1])cc1,F[*:1],NS(=O)(=O)[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.75,-0.040000000000000036
DPC0003,DPC0058,Brc1ccc([*:1])cc1,F[*:1],FC(F)(F)O[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.695,-0.09499999999999975
DPC0003,DPC0059,Brc1ccc([*:1])cc1,F[*:1],C1CN([*:1])CCO1,Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.890000000000001,0.10000000000000053
DPC0003,DPC0060,Brc1ccc([*:1])cc1,F[*:1],C1CC1[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.79,5.78,-0.009999999999999787
DPC0003,DPC0061,Brc1ccc([*:1])cc1,F[*:1],C1CCC([*:1])CC1,Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma,5.79,6.04,0.25
DPC0003,DPC0062,Brc1ccc([*:1])cc1,F[*:1],O[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma,5.79,5.93,0.13999999999999968
DPC0003,DPC0063,Brc1ccc([*:1])cc1,F[*:1],O=C(O)[*:1],Mosaic Medicines | Northstar Therapeutics,Helixbridge Pharma,5.79,5.99,0.20000000000000018
DPC0024,DPC0044,Brc1ccc([*:1])cc1,Cl[*:1],Br[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.74,0.2599999999999998
DPC0024,DPC0045,Brc1ccc([*:1])cc1,Cl[*:1],C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.72,0.23999999999999932
DPC0024,DPC0046,Brc1ccc([*:1])cc1,Cl[*:1],CC[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,,
DPC0024,DPC0047,Brc1ccc([*:1])cc1,Cl[*:1],CCC[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.59,0.10999999999999943
DPC0024,DPC0048,Brc1ccc([*:1])cc1,Cl[*:1],CO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.58,0.09999999999999964
DPC0024,DPC0049,Brc1ccc([*:1])cc1,Cl[*:1],CCO[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.53,0.04999999999999982
DPC0024,DPC0050,Brc1ccc([*:1])cc1,Cl[*:1],N[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.41,-0.07000000000000028
DPC0024,DPC0051,Brc1ccc([*:1])cc1,Cl[*:1],CN[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.55,0.0699999999999994
DPC0024,DPC0052,Brc1ccc([*:1])cc1,Cl[*:1],CN(C)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.74,0.2599999999999998
DPC0024,DPC0053,Brc1ccc([*:1])cc1,Cl[*:1],N#C[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.91,0.4299999999999997
DPC0024,DPC0054,Brc1ccc([*:1])cc1,Cl[*:1],FC(F)(F)[*:1],Northstar Therapeutics,Northstar Therapeutics,5.48,5.87,0.3899999999999997
DPC0024,DPC0055,Brc1ccc([*:1])cc1,Cl[*:1],NC(=O)[*:1],Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.925000000000001,0.4450000000000003
DPC0024,DPC0056,Brc1ccc([*:1])cc1,Cl[*:1],CNC(=O)[*:1],Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.94,0.45999999999999996
DPC0024,DPC0057,Brc1ccc([*:1])cc1,Cl[*:1],NS(=O)(=O)[*:1],Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.75,0.2699999999999996
DPC0024,DPC0058,Brc1ccc([*:1])cc1,Cl[*:1],FC(F)(F)O[*:1],Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.695,0.21499999999999986
DPC0024,DPC0059,Brc1ccc([*:1])cc1,Cl[*:1],C1CN([*:1])CCO1,Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.890000000000001,0.41000000000000014
DPC0024,DPC0060,Brc1ccc([*:1])cc1,Cl[*:1],C1CC1[*:1],Northstar Therapeutics,Helixbridge Pharma | Northstar Therapeutics,5.48,5.78,0.2999999999999998
